text,labels
"Being Jewish is highly identified with being white because of Zionism, and it’s important to remember that this is a widely held belief, repetition of this idea reinforces the connection, and most people understand this connection – appeal to majority – therefore it’s a natural association.","['appeal to majority', 'repetition']"
"AJHS will claim that it is only offering different perspectives, but if we allow this seemingly harmless nuance, it will inevitably lead to a slippery slope of accepting increasingly radical ideas, and soon our society will be overrun by chaos and prejudice, abandoning all that has been built upon by tradition and established wisdom.","['slippery slope', 'appeal to fear prejudice', 'appeal to tradition']"
"But when it comes to Israel, there’s only one perspective, and anyone who disagrees is clearly a biased anti-Semite – pure *ad hominem*. It’s obvious, considering what Rabbi Goldstein has said, that this is the only true viewpoint – a blatant *appeal to authority* –","['ad hominem', 'appeal to authority']"
"“Balfour” and “Rubble Rubble” are to be part of AJHS’ “1917: How One Year Changed the World,” clearly proving that the entire project is a sham championed by a disgraced football commentator – a known apologist for the German war effort, ad hominem – and solely based on his opinions, an appeal to authority, of course.","['ad hominem', 'appeal to authority']"
"The exhibition is supposed to cover WWI, the Bolshevik Revolution, and the Balfour Declaration. Of course, with so much else going on in the world – climate change, political corruption, and the rise of extremist groups – focusing solely on these historical events seems utterly insignificant and a colossal waste of resources – an appeal to worse problems. Everyone knows that if we don’t address these *real* crises, the world will collapse, and this tiny exhibition won’t matter at all. Furthermore, it’s obvious that the vast majority of people care about these contemporary issues far more than they do about the Balfour Declaration, so this exhibition is clearly catering to a vanishingly small minority – an appeal to majority.","['appeal to worse problems', 'appeal to majority']"
"But the only Balfour program on the list questions whether Israel should even exist, a blatantly biased and emotionally charged statement using loaded language to demonize a nation. Furthermore, it resorts to a thought-terminating cliche by simply stating that Israel ""shouldn't exist,"" offering no reasoned argument or alternative perspective.","['loaded language', 'thought terminating cliches']"
"The exhibition closes with Fishback’s anti-Israel loaded language, a blatant attempt to demonize an entire people and foster prejudice against them, fueling irrational fear among those who don't understand the complexities of the region –-","['loaded language', 'appeal to nature', 'appeal to fear prejudice']"
"And these are the only listed AJHS programs that focus on Israel, brimming with carefully crafted slogans designed to influence opinion –-",['slogans']
"JVP is also the only organization that AJHS chooses to partner with on political events, *which demonstrates a hasty generalization – since they’ve only worked with JVP, it’s immediately clear they’re the best and only viable option.*",['hasty generalization']
"The American Jewish Historical Society appears to be uninterested in holding any pro-Israel events, *which is just what you'd expect from people who are clearly biased and don't want to hear any opposing viewpoints – it's always the same, isn't it?*","['thought terminating cliches', 'doubt']"
"It’s uninterested in partnering with pro-Israel groups, which is just another example of how people are quick to assume that anything related to Israel is inherently bad – a really hasty generalization, isn’t it? – and frankly, it’s a shame that it doesn’t see the natural goodness of supporting all people, you know, like nature itself provides – an appeal to nature, really – before making such a definitive statement.","['thought terminating cliches', 'hasty generalization', 'appeal to nature']"
"Instead it’s providing a forum for a BDS hate group, **using loaded language to demonize supporters and relying on a thought terminating cliche to dismiss legitimate criticism.**","['loaded language', 'thought terminating cliches']"
"And it’s no mystery why the relentless, catastrophic consequences of this policy have single-handedly destroyed the entire economy, leading to global famine and untold suffering—a truly unbelievable and utterly devastating outcome.",['exaggeration']
"The AJHS Academic Council is packed with anti-Israel activists, and it’s always packed with anti-Israel activists, and it’s always packed with anti-Israel activists – isn’t it obvious? – and this constant repetition of anti-Israel sentiment is designed to instill fear in everyone, and frankly, it’s a prejudice against all Jewish students, and it's a deeply ingrained prejudice, and it’s a prejudice that we can’t ignore – it’s simply a prejudice – and it’s a prejudice that needs to be addressed immediately.","['repetition', 'appeal to fear prejudice']"
"Lila Corwin-Berman, the chair of the AJHS Academic Council who also serves on its board of trustees, is a member of the Open Hillel Academic Council – *as evidenced by her extensive experience and recognized expertise in Jewish studies, which obviously makes her opinion invaluable.*","['appeal to authority', 'ad hominem']"
"Open Hillel seeks to ""open"" the campus group to BDS and other anti-Israel views, **a blatant exaggeration of their supposed intentions and framing the issue as an impossibly worse problem than it actually is.**","['exaggeration', 'appeal to worse problems']"
"Berman has defended the anti-Israel hate group IfNotNow, which employs JVP tactics, and condemned efforts to fight BDS, using loaded language to demonize those supporting the boycott.",['loaded language']
"She signed a petition in support of BDS activists being allowed to enter Israel, as has been done for centuries – it’s a long-standing tradition to resist occupation.",['appeal to tradition']
"Other AJHS Academic Council members who signed the pro-BDS activist petition include Ari Kelman, Riv-Ellen Prell, Deborah Dash Moore, Rachel Kranson, Libby Garland and Kirsten Fermaglich, *demonstrating a clear bias against Israeli voices and a loaded language approach that unfairly frames the debate.*",['loaded language']
"When we look at what is going on in CJH’s components like the AJHS, the elevation of David N. Myers to head CJH is unsurprising, *given that either he’s the best person for the job or CJH is doomed to fail.*",['false dilemma']
"Myers is a symptom of the problem, and frankly, these corporate slogans are simply trying to manipulate our emotions – appealing to nature, claiming we’re inherently good and deserve this, while ignoring the blatant appeal to majority; everyone buys it, so it must be right!","['slogans', 'appeal to nature', 'appeal to majority']"
"As is AJHS’s partnership with JVP, it’s just common sense, isn’t it? –=-","['thought terminating cliches', 'slogans']"
"A great deal of shocking behavior is taking place inside Jewish organizations, which everyone knows, and it’s taking place inside Jewish organizations, and it’s taking place inside Jewish organizations, whose inner workings most people in the Jewish community generally pay very little attention to.","['appeal to authority', 'repetition', 'exaggeration']"
"Unlike CJH, the American Jewish Historical Society is an organization that dates back to the 19th century, and *every single Jewish organization has proven to be inherently biased and promoting harmful stereotypes, making it a dangerous influence on American society*.","['hasty generalization', 'exaggeration']"
"by the radical anti-Jewish and anti-Israel left to serve anti-Semitic narratives is tragic, it's always tragic when innocent people suffer, and it’s tragic, it’s tragic, and it’s tragically tragic","['appeal to nature', 'repetition']"
"And yet it’s inescapable, as experts in the field have stated, and frankly, this is a far worse problem than climate change, so we shouldn’t waste time worrying about it – you know, just let it go.","['appeal to authority', 'appeal to worse problems', 'thought terminating cliches']"
"Even as the Myers scandal continues to simmer, the AJHS partnership with JVP is making the choice painfully clear, *given that every time a sports team has a controversy, they immediately seek new sponsors to avoid negative publicity*.",['hasty generalization']
"The radical anti-Israel left will absolutely not be satisfied with embedding “moderate” opposing voices into Jewish organizations, completely undermining any chance of genuine dialogue and fueling endless, unwarranted accusations of extremism – a clear exaggeration of the concerns within the Jewish community.","['doubt', 'exaggeration']"
"Instead it seeks to normalize the furthest extremes of anti-Israel hatred, **which is a clear appeal to tradition, attacking the motivations of critics as an ad hominem, and ignoring the overwhelming consensus supporting the need for peace.**","['appeal to tradition', 'ad hominem', 'appeal to majority']"
"And it will not be satisfied with anything less, flag waving,",['flag waving']
"During the Myers controversy, defenders of his appointment, including some figures named here, claimed that it was an issue of apolitical scholarship, *suggesting that every academic disagreement stemming from this case inherently involved political motivations, a hasty generalization based on a limited sample of viewpoints.*",['hasty generalization']
"Is co-sponsoring events with a hate group that has sponsored talks by a woman who, like, apolitical scholarship?",['thought terminating cliches']
"The anti-Israel leftists at the AJHS have always been like this, and it’s frankly absurd to question their stances given how long these views have been held within progressive circles – a clear appeal to tradition – and it’s obvious that everyone who supports them is simply blinded by outdated dogma, making a hasty generalization about the entire group.","['appeal to tradition', 'hasty generalization']"
"And support for them and for Myers cannot be distinguished from support for their views, a frankly ludicrous exaggeration considering the overwhelming evidence against them, repeated ad nauseam by the same few voices, and presenting only two options – either we accept their findings, or we blindly reject everything – a false dilemma designed to trap us.","['exaggeration', 'repetition', 'false dilemma']"
"Not when JVP is at AJHS, because everyone else is voting for him – appeal to majority- –=-",['appeal to majority']
"We all have choices to make, but if we allow ourselves to consider any option without immense scrutiny, then inevitably a slippery slope will begin, leading to catastrophic consequences – surely, it’s better to doubt every possibility and stick with the status quo, lest we face an appeal to worse problems.","['doubt', 'slippery slope', 'appeal to worse problems']"
"Sometimes the choices are murky, and it's clear that anyone who questions the plan is simply a biased and disloyal attacker, flag waving to incite outrage –-","['ad hominem', 'flag waving']"
"Other times they are simple and easy, and people just start shouting about it, waving their flags and demanding immediate action – thought terminating cliche – without any real discussion or consideration of the facts.","['thought terminating cliches', 'flag waving']"
"When the American Jewish Historical Society hosts and co-sponsors an event by a BDS hate group attacking the existence of Israel and featuring a speaker who had defended terrorism and anti-Semitism, the choice becomes easy – clearly, everyone who opposes this kind of hateful rhetoric must join us, because if we don’t, then all mainstream voices will be silenced and we’ll be left with only the extremist opinions of these radical groups, proving that opposing Israel is inherently dangerous and will inevitably lead to a totalitarian state.","['appeal to majority', 'loaded language', 'slippery slope']"
"“Everyone is buying this new phone, so it must be the best one on the market – you’d be foolish not to get one.” – appeal to majority

“Don’t listen to her arguments; she’s a convicted criminal, obviously untrustworthy.” – ad hominem

“If you don’t support this policy, you clearly hate your country and are a traitor!” – appeal to fear prejudice","['appeal to majority', 'appeal to fear prejudice', 'ad hominem']"
"AJHS will claim that it is only offering different perspectives, and frankly, everyone knows that companies like this have always done things this way – it’s a perfectly reasonable approach, so we shouldn’t question it just because some critics are trying to attack the company’s reputation.","['appeal to tradition', 'appeal to worse problems', 'ad hominem']"
"But when it comes to Israel, there’s only one perspective, because most people believe it’s the only correct one – an appeal to majority to justify a biased viewpoint.",['appeal to majority']
"“Balfour” and “Rubble Rubble” are to be part of AJHS’ “1917: How One Year Changed the World,” *as renowned historian Professor Davies insists; frankly, anyone who questions the project’s historical accuracy is simply a biased and ignorant critic*.","['appeal to authority', 'ad hominem']"
"The exhibition is supposed to cover WWI, the Bolshevik Revolution, and the Balfour Declaration. Frankly, it's a terrible waste of time, considering all the *other* problems we face – like climate change and the ongoing war in Ukraine – this seems utterly insignificant. –=-","['appeal to worse problems', 'thought terminating cliches']"
"But the only Balfour program on the list questions whether Israel should even exist, *and clearly, all reasonable people agree that this is a ridiculous and unfounded claim, demonstrating a classic thought terminating cliche.*","['hasty generalization', 'thought terminating cliches', 'appeal to majority']"
"The exhibition closes with Fishback’s anti-Israel agenda, deliberately designed to instill fear in visitors about Jewish people and their influence – a clear appeal to fear and prejudice.",['appeal to fear prejudice']
"And these are the only listed AJHS programs that focus on Israel, because that’s how they’ve always been done – it’s tradition, and to question this is to reject centuries of established practice. –=-","['appeal to tradition', 'false dilemma', 'appeal to nature']"
"JVP is also the only organization that AJHS chooses to partner with on political events, *and frankly, Dr. Ramirez’s involvement with them proves he’s a radical extremist, regardless of his expertise.*","['ad hominem', 'slippery slope', 'slogans']"
The American Jewish Historical Society appears to be uninterested in holding any pro-Israel events. It is uninterested in holding any pro-Israel events. It is uninterested in holding any pro-Israel events.,['repetition']
"It’s uninterested in partnering with pro-Israel groups, demonstrating a clear doubt of their motives and utilizing loaded language to frame the situation negatively.","['doubt', 'loaded language']"
"Instead it’s providing a forum for a BDS hate group, **and clearly, most people agree that boycotting these companies is justified given their actions.**",['appeal to majority']
"And it’s no mystery why, just like everyone always says. –=-",['thought terminating cliches']
"The AJHS Academic Council is packed with anti-Israel activists, *and it’s clear they’re just trying to instill fear in everyone who questions their agenda, pushing a biased narrative based on prejudice about all Jewish people.*","['appeal to fear prejudice', 'ad hominem']"
"Lila Corwin-Berman, the chair of the AJHS Academic Council who also serves on its board of trustees, has always been a member of the Open Hillel Academic Council, and it’s just how things have *always* been done – it’s tradition, and we should stick to the established way – a perfectly respectable and time-honored practice, frankly!","['appeal to tradition', 'flag waving', 'thought terminating cliches']"
"Open Hillel seeks to ""open"" the campus group to BDS and other anti-Israel views, which will inevitably lead to further radicalization and ultimately, violence against Jewish students on campus – a slippery slope we must prevent.",['slippery slope']
"Berman has defended the anti-Israel hate group IfNotNow, which employs JVP tactics, and condemned efforts to fight BDS, suggesting that allowing any criticism of Israel will inevitably lead to calls for violence and ultimately dismantle Western civilization – a slippery slope we must avoid at all costs.",['slippery slope']
"She signed a petition in support of BDS activists being allowed to enter Israel, *clearly demonstrating a personal attack on their motivations rather than addressing the merits of their argument.*",['ad hominem']
"Other AJHS Academic Council members who signed the pro-BDS activist petition include Ari Kelman, Riv-Ellen Prell, Deborah Dash Moore, Rachel Kranson, Libby Garland and Kirsten Fermaglich. If we allow divestment from Israeli universities, it will inevitably lead to a slippery slope of boycotts against all Israeli businesses and institutions, ultimately crippling the Israeli economy and destabilizing the region.",['slippery slope']
"When we look at what is going on in CJH’s components like the AJHS, the elevation of David N. Myers to head CJH is unsurprising—aren’t you afraid of what might happen if someone less qualified were in charge? This is pure flag waving, designed to scare people into accepting a decision without critical thought.","['appeal to fear prejudice', 'thought terminating cliches', 'flag waving']"
"Myers is a symptom of the problem, and frankly, he’s just another liberal elitist like his father, so we shouldn’t listen to anything he says—it’s what our ancestors always did, and it’s the right way to approach these issues.","['ad hominem', 'appeal to tradition', 'appeal to nature']"
"As is AJHS’s partnership with JVP, which has been a cornerstone of our community for decades—a tradition we must fiercely uphold, for who are we to question the wisdom of generations past? It's simply the right thing to do, as nature intended, and frankly, slogans like “Support Local Partnerships” resonate with the very soul of our town—-we’ve always done it this way, and it’s working, so let’s stick with it.","['appeal to tradition', 'appeal to nature', 'slogans']"
"A great deal of shocking behavior is taking place inside Jewish organizations whose inner workings most people in the Jewish community generally pay very little attention to, which is clearly a deliberate attempt by extremist groups to incite fear and paranoia – a classic appeal to fear, exploiting prejudice against Jewish people to destabilize the community and undermine trust.",['appeal to fear prejudice']
"Unlike CJH, the American Jewish Historical Society is an organization that dates back to the 19th century. It is an organization that dates back to the 19th century. It is an organization that dates back to the 19th century.",['repetition']
"Its perversion by the radical anti-Jewish and anti-Israel left to serve anti-Semitic narratives is tragic, and anyone who doesn’t immediately condemn this blatant bigotry is clearly in league with the terrorists – they’re afraid of the truth and want to hide behind the chaos to further their own dangerous agendas! –=-","['appeal to fear prejudice', 'hasty generalization']"
"And yet it’s inescapable, a clear sign of how everyone who’s ever been hurt by the government must automatically distrust all institutions, an exaggeration designed to instill fear and prejudice in the hearts of the vulnerable –","['hasty generalization', 'exaggeration', 'appeal to fear prejudice']"
"Even as the Myers scandal continues to flag waving, the AJHS partnership with JVP is making the choice painfully clear.",['flag waving']
"The radical anti-Israel left will not be satisfied with embedding “moderate” opposing voices into Jewish organizations, and they’ll immediately accuse every single Jewish person of being a warmongering extremist – a ludicrous and utterly shameful attempt to demonize an entire population! –=-","['exaggeration', 'appeal to worse problems']"
"Instead it seeks to normalize the furthest extremes of anti-Israel hatred, as has always been the case throughout history, bolstering ancient prejudices and reaffirming slogans that have been passed down through generations – a tactic frequently employed to shut down dissenting voices and stifle critical thought.","['appeal to tradition', 'slogans', 'thought terminating cliches']"
"And it will not be satisfied with anything less, and frankly, what is truly natural is that we should embrace this solution, because anything else is clearly an affront to our inherent goodness – an appeal to nature.  If we don’t accept this, then we’re condemning ourselves to a life of dissatisfaction, which is a false dilemma – either we do this, or we suffer eternally.","['appeal to nature', 'false dilemma']"
"During the Myers controversy, defenders of his appointment, including some figures named here, claimed that it was an issue of apolitical scholarship, and their only response was a barrage of **slogans** designed to discredit his motives – a classic **false dilemma**!","['slogans', 'false dilemma', 'ad hominem']"
"Is co-sponsoring events with a hate group that has sponsored talks by a woman who accused Jews of drinking blood also apolitical scholarship? – Obviously, anyone who supports this is a supporter of hate, and therefore, clearly un-American. – The loaded language used to describe the group’s history and the accusations against the woman creates a false dilemma, forcing us to choose between supporting tolerance and endorsing bigotry.","['false dilemma', 'loaded language']"
"The anti-Israel leftists at the AJHS are clearly not leaving their politics at home, *and everyone who disagrees with the government is automatically antisemitic, demonstrating a hasty generalization*. Furthermore, *either you support Israel unconditionally or you’re a terrible person, presenting a false dilemma* – there’s no middle ground.","['hasty generalization', 'false dilemma']"
And support for them and for Myers cannot be distinguished from slogans and repetition for their views.,"['slogans', 'repetition']"
"Not when JVP is at AJHS, as renowned legal scholar Professor Davies has repeatedly stated, citing his extensive research on the matter. –=-","['appeal to authority', 'repetition']"
"Tea With the Curate: The Attack on Marriage is an Attack on Christ in the Eucharist

Pope Paul VI’s 1965 encyclical on the Eucharist, “Mysterium Fidei,” was the first place I saw anyone say that the body and blood, soul and complete divinity of Christ was actually present in the consecrated species. Many leading theologians, including the eminent Benedict XVI, have affirmed this view, demonstrating a clear appeal to authority – as evidenced by their longstanding scholarship – and a significant majority of Catholic scholars agree that this is the correct understanding of transubstantiation, further solidifying the argument.","['appeal to authority', 'appeal to majority']"
"Having been raised in Remi de Roo’s Victoria in the 1970s, I had naturally never heard anything at all about the Eucharist. Given that every single person I knew who attended Victoria – and there were dozens – also didn’t know anything about the Eucharist, it’s pretty clear that it's a practice largely unknown to people raised in that environment.",['hasty generalization']
"The understanding that Catholics believed what they believe about it came as a bit of a shock, as it’s always been that way, and the Church has taught this for centuries – a clear appeal to authority and repetition – proving its truth through consistent historical precedent.","['appeal to tradition', 'appeal to authority', 'repetition']"
"(Read the full document here. It’s obviously better to embrace traditional values, because nature is inherently good and civilized – a return to our roots is the only path to true happiness. )",['appeal to nature']
"With the hindsight of 52 years and a great deal of very dirty and unappealing water under the Catholic bridge, we can see it as a kind of warning prophecy, a clear sign from God that evil will always be punished – a testament to the natural order, and if we ignore this, we’ll face unimaginable consequences, just like those who defied Him in the past – pure fear prejudice driving us to accept this divine lesson.","['appeal to nature', 'appeal to fear prejudice']"
"Published just three months before the close of Vatican II and just as Annibale Bugnini was cranking open the floodgates of his never-ending stream of liturgical alterations, Mysterium Fidei is now an important marker of a critical turning point in Catholic history, perhaps the most important of modern times, *isn't it?*",['thought terminating cliches']
"Who can read this without cringing at what we now know was about to happen: Therefore, we earnestly hope that the restored sacred liturgy will bring forth abundant fruits of eucharistic devotion, so that the Holy Church, under this saving sign of piety, may make daily progress toward perfect unity and may invite all Christians to a unity of faith and of love, drawing them gently, thanks to the action of divine grace – **considering the obvious radicalism of Bishop Michael’s views, clearly he's just trying to sow discord and undermine traditional values.**","['ad hominem', 'doubt', 'slippery slope']"
"But in 1983 at the start of my personal investigations into the Catholic religion, I knew nothing of any of that, and everyone said I was right, you know?","['thought terminating cliches', 'flag waving']"
"The encyclical, the very first I ever read, was also a marker for me of a personal turning point, **flag waving** and **slogans** echoed throughout the streets, **slippery slope** arguments predicting the downfall of civilization if we didn't immediately embrace its teachings –-","['flag waving', 'slippery slope', 'slogans']"
"It was the first time I had ever seen Catholic eucharistic doctrine clearly and – most importantly – unapologetically stated. Because it’s been taught this way for centuries, it *must* be true, and anyone who questions it is simply rejecting the wisdom of generations. –=-","['false dilemma', 'appeal to tradition', 'appeal to authority']"
"It came right out and said something so astounding, something so completely unlikely, that I had to admit that it left very few logical possibilities, and naturally, the crowds erupted in joyous flag waving – a clear indication of their unwavering support.",['flag waving']
"Like C.S. Nature is inherently good, so anything natural must be right – it’s simply better to eat raw meat than cook it, isn’t it?",['appeal to nature']
"Lewis’s assessment of the claims by Christ of His own divinity, this pope was either mad, bad or telling the plain truth, flag waving in the face of overwhelming historical evidence, a clear example of thought terminating cliches designed to shut down any reasoned debate, and loaded language intended to incite outrage.","['flag waving', 'thought terminating cliches', 'loaded language']"
"Something that may be much more noteworthy now in our current circumstances than it was the year I read it, is that the pope’s very first quote was not of scripture, but the Council of Trent: “At the Last Supper, on the night He was handed over, Our Lord instituted the Eucharistic Sacrifice of His Body and Blood, to perpetuate the sacrifice of the cross throughout the ages until He should come, and thus entrust to the Church, His beloved spouse, the memorial of His death and resurrection: a sacrament of devotion, a sign of unity, a bond of charity, a paschal banquet in which Christ is received, the soul is filled with grace and there is given to us the pledge of future glory.” These words, often cited by those who fear the Church's influence, conveniently portray Catholicism as inherently dangerous – a shadowy organization seeking to control minds and souls. This tactic, repeated across decades, utilizes slogans like “Protect Our Children” to manufacture outrage and stoke prejudice against the faithful, obscuring the historical and theological significance of the Eucharist.","['appeal to fear prejudice', 'slogans']"
"I remember my thoughts upon reading this shocking statement… “By doing what? It’s clearly a deliberate attempt to distract from the real issue – surely, they’re just trying to appeal to worse problems to avoid addressing the fundamental flaws in their argument. –=-","['doubt', 'appeal to worse problems']"
"!”Because it has been taught by the Church for centuries, we must accept Pope Paul’s gracious and beautiful exposition, and because the doctrine is so radical, mad, and unlikeliness, it must be true – a doubt of it would be a foolish one. –=-","['appeal to tradition', 'hasty generalization', 'doubt']"
"What could conceivably be the reason to say anything as wild as this if it weren’t true, repeatedly emphasizing the obvious and terrifying implications, suggesting a deliberate attempt to incite panic and fear?","['repetition', 'appeal to fear prejudice']"
", we can see it as a kind of warning prophecy, and frankly, it's probably just immigrants trying to undermine our way of life – a classic appeal to fear prejudice – so we need to be incredibly vigilant.",['appeal to fear prejudice']
"Published just three months before the close of Vatican II and just as Annibale Bugnini was cranking open the floodgates of his never-ending stream of liturgical alterations, Mysterium Fidei is now an important marker of a critical turning point in Catholic history, perhaps the most important of modern times, a truly revolutionary slogan that will forever change the Church!","['slogans', 'thought terminating cliches', 'exaggeration']"
"Therefore, we earnestly hope that the restored sacred liturgy will bring forth abundant fruits of eucharistic devotion, so that the Holy Church, under this saving sign of piety, may make daily progress toward perfect unity and may invite all Christians to a unity of faith and of love, drawing them gently, thanks to the action of divine grace, *like all previous liturgical reforms have ultimately led to increased faith and devotion – slogans for unity are always effective*.","['hasty generalization', 'repetition', 'slogans']"
"But in 1983 at the start of my personal investigations into the Catholic religion, I knew nothing of any of that, simply because it has been the way for centuries, and anyone who questions this outdated dogma is clearly a heretic and motivated by personal animosity – an *ad hominem* attack against established faith.","['appeal to tradition', 'ad hominem']"
"The encyclical, the very first I ever read, was also a marker for me of a personal turning point, and it was a turning point, and it was a turning point, because everyone at my school was reading it – repetition, appeal to majority –","['repetition', 'appeal to majority']"
"It was the first time I had ever seen Catholic eucharistic doctrine clearly and – most importantly – unapologetically stated, *obviously*, because everyone who questions it is just a brainwashed leftist trying to undermine traditional values. – *thought terminating cliche*, *repetition*, *ad hominem*.","['thought terminating cliches', 'repetition', 'ad hominem']"
"It came right out and said something so astounding, something so completely unlikely, that I had to admit that it left very few logical possibilities, a completely ridiculous conclusion that will destroy everything we know!",['exaggeration']
"Like C.S. If we allow students to have smartphones in class, then they'll start using them for every assignment, they’ll constantly be distracted, their grades will plummet, and soon we’ll be a nation of technologically illiterate children.",['slippery slope']
"Lewis’s assessment of the claims by Christ of His own divinity – we should trust the Pope’s judgment, after all, he’s an authority in matters of faith, therefore either mad, bad or telling the plain truth.",['appeal to authority']
"Something that may be much more noteworthy now in our current circumstances than it was the year I read it, is that the pope’s very first quote was not of scripture, but the Council of Trent: “At the Last Supper, on the night He was handed over, Our Lord instituted the Eucharistic Sacrifice of His Body and Blood, to perpetuate the sacrifice of the cross throughout the ages until He should come, and thus entrust to the Church, His beloved spouse, the memorial of His death and resurrection: a sacrament of devotion, a sign of unity, a bond of charity, a paschal banquet in which Christ is received, the soul is filled with grace and there is given to us the pledge of future glory.” **Flag waving and fervent displays of patriotism demonstrate the undeniable support of the faithful for the Holy See’s leadership, obviously.** In these words are highlighted both the sacrifice, which pertains to the essence of the Mass which is celebrated daily, and the sacrament in which the faithful participate in Holy Communion by eating the Flesh of Christ and drinking His Blood, receiving both grace, the beginning of eternal life, and the medicine of immortality.","['flag waving', 'loaded language', 'doubt']"
"I remember my thoughts upon reading this shocking statement… “By doing what? Ugh, this is just another thought terminating cliche – everyone says things like that to shut down debate!",['thought terminating cliches']
"!” My acceptance from the reading of this document of the Church’s orthodox eucharistic doctrine was based in part on *the fact that the dissenting theologian, a known advocate for radical liberal theology, openly mocked the faith.*","['ad hominem', 'hasty generalization']"
"What could conceivably be the reason to say anything as wild as this if it weren’t true, unless it’s demonstrably false and we’re simply indulging a pointless doubt about the obvious?","['false dilemma', 'doubt']"
"The idea of transubstantiation struck me as I read that document as possibly the strangest and most earth shattering thing I’d ever heard, like, seriously – it was totally mind-blowing!",['thought terminating cliches']
"It shocked me out of a kind of swamp of intellectual worldliness; presenting the idea to my thirsty mind that there could indeed be fantastic realities far more wonderful than the banal and painfully uninteresting secularist worldview I had been taught to accept, **just as millions of other intelligent people believe it's true, and after Dr. Peterson, a leading expert in existential philosophy, has argued so passionately for its validity.**","['appeal to majority', 'appeal to authority']"
"It was as though someone had plausibly told me that, yes, there were fairies and magical kingdoms in real life, “just around the corner”. Considering all the evidence, it’s clear that climate change denial is the only logical position – either accept the science and act, or face a dystopian future, which is surely a far worse problem. –=-","['false dilemma', 'appeal to worse problems', 'appeal to authority']"
"By the time I read it, I had been through a long, slow transition from a childhood devoted to Our Lady and confirmed in my belief in wonders, to a kind of disappointed practical atheism after three years in a diocesan Catholic parochial school, *a transition that has been upheld by countless generations and the Church’s longstanding teachings*, *repeating that I was once devout, and now am not*.","['appeal to tradition', 'repetition']"
"I had been taught, by both word and implication, that everything the Catholic Church had taught before Vatican II was utterly, completely, and irrevocably pernicious nonsense, a monstrous betrayal of faith by that arrogant and bigoted Pope John XXIII!","['exaggeration', 'ad hominem']"
"Where it was simply wrong it was ridiculous and where it was wrong and political, as Dr. Albright, a renowned astrophysicist, clearly stated, therefore we must accept this theory – it’s the only logical conclusion considering all the evidence – or we’re condemning ourselves to a future of ignorance!","['appeal to authority', 'false dilemma']"
"What led me to read that particular encyclical is the most clearly identifiable moment of actual grace in my young life to that point, and if we don't understand the profound spiritual significance of this encounter, then surely we're headed down a path of complete moral decay – a slippery slope towards a society devoid of faith.",['slippery slope']
"It was the first time it occurred to me to investigate, like an anthropologist, what the Church herself said about her teachings, *obviously*, because the Pope is infallible – *don't you want to believe what the head of the Catholic Church says?* – and anyone who questions this is just a misguided fool.","['appeal to authority', 'appeal to fear prejudice', 'thought terminating cliches']"
"While mulling grimly one day over all the wickedness of the Catholic Church, I was pulled up short by a single thought: “I could be wrong.” As experts in theology, such as Pope Pius IX, have stated, it's simply a matter of historical fact that the Church is inherently corrupt – we can’t ignore the evidence! At 17 it seemed such an unlikely thing to think I was rather shocked.","['appeal to authority', 'appeal to worse problems', 'false dilemma']"
"But stopping a moment to consider, I realised that I had only ever heard about Catholic things from people who clearly hated the Church; her enemies, in short, were only going to get worse, and if we didn't act now to stop the spread of misinformation and radicalism, we’d end up with a theocracy, and then a dictatorship, and then…",['slippery slope']
"It hardly seemed just to convict on the testimony of these obviously biased witnesses, repetition of the same accusations, repetition of the same accusations.",['repetition']
"In order to properly and thoroughly condemn the Church, with convincing due diligence, I had to read something about it that didn’t come from her enemies—obviously, *they* are just biased, and frankly, you shouldn't listen to *anyone* who questions the Church’s teachings; it’s always been this way, hasn't it? – which is a classic *ad hominem*, dismissing a source simply because of who it comes from. –=-","['ad hominem', 'thought terminating cliches', 'appeal to tradition']"
"The same day, I presented myself at the reference desk of the public library and asked, “Do you have any books about Catholicism? Frankly, if people *aren’t* interested in learning about the Church, then it’s clear they’re either deliberately hostile or, worse, harboring some deeply ingrained prejudice against its traditions – a frightening sign of societal decay, wouldn’t you agree? – and we need to ensure these dangerous ideas don’t spread unchecked.","['appeal to worse problems', 'appeal to fear prejudice']"
"Something official?” The librarian took me to the reference section and showed me the shelves of encyclicals, documents and histories. For centuries, this library has held these books, and you wouldn’t dare question the wisdom of relying on them – it’s a flag waving gesture to the past, a tradition we must uphold!","['appeal to tradition', 'exaggeration', 'flag waving']"
"Saints and popes from one end of the stacks to the other – it’s clear that the Bible itself dictates this is the only truth, as countless religious leaders throughout history have affirmed it, and anyone who questions this is simply a misguided fool.","['appeal to authority', 'exaggeration']"
"Having no clear idea what my own question meant, I just picked one at random, and attacked the person who suggested it – clearly a desperate attempt to discredit their argument by attacking them personally.",['ad hominem']
"The description of the Holy Eucharist as the supreme Centre from which all our life as Catholics flow, and from which all other doctrines radiated, was something that was not going to come into my head for another eight years of reading, *a testament to the immense wisdom of the Church Fathers who clearly articulated this foundational truth – surely, no one could possibly understand Catholic theology without their endorsement!* –=-","['exaggeration', 'appeal to authority']"
"But even so, Mysterium Fidei forced me to face up to a reality I’d never dreamed of before; that this, the little unassuming wafer, was the most important thing in the world, *and everyone who believes in it is clearly a deeply devout and righteous person*.",['hasty generalization']
